Match ID,Map ID,Event,Team ID,Team,Opponent ID,Opponent,Mode,Map,Player ID,Player,Score,Kills,Deaths,K/D,Engagements,Difference,Damage,Map Result,Total Hill Time,P1 Time,P2 Time,P3 Time,P4 Time,P5 Time,First Bloods,First Deaths,Bombs Planted,Bombs Defused,Avg SnD Kills/Round,Avg SnD Dmg/Round,Tiers Captured,Offense Kills,Offense OBJ Kills,Defense Kills,Defense OBJ Kills,Avg Control Dmg/Round
cw-s2w2-groupplay-match-2,cw-s2w2-groupplay-match-2-map-3,Stage 2 Week 2,117.0,OpTic Chicago,109.0,Minnesota RØKKR,Control,Raid,23,Envoy,2760.0,22,24,0.92,46,-2,4672.0,Loss,,,,,,,,,,,,,5.0,13.0,4.0,9.0,3.0,1168.0
cw-s2w2-groupplay-match-2,cw-s2w2-groupplay-match-2-map-3,Stage 2 Week 2,117.0,OpTic Chicago,109.0,Minnesota RØKKR,Control,Raid,24,Scump,2750.0,23,27,0.85,50,-4,4341.0,Loss,,,,,,,,,,,,,4.0,12.0,6.0,11.0,3.0,1085.25
cw-s2w2-groupplay-match-2,cw-s2w2-groupplay-match-2-map-3,Stage 2 Week 2,109.0,Minnesota RØKKR,117.0,OpTic Chicago,Control,Raid,5,Accuracy,3590.0,19,18,1.06,37,1,3959.0,Win,,,,,,,,,,,,,9.0,9.0,5.0,10.0,5.0,989.75
cw-s2w2-groupplay-match-2,cw-s2w2-groupplay-match-2-map-3,Stage 2 Week 2,109.0,Minnesota RØKKR,117.0,OpTic Chicago,Control,Raid,6,Attach,2975.0,27,20,1.35,47,7,4962.0,Win,,,,,,,,,,,,,5.0,9.0,3.0,18.0,5.0,1240.5
cw-s2w2-groupplay-match-2,cw-s2w2-groupplay-match-2-map-3,Stage 2 Week 2,109.0,Minnesota RØKKR,117.0,OpTic Chicago,Control,Raid,52,Standy,2700.0,28,25,1.12,53,3,4484.0,Win,,,,,,,,,,,,,4.0,16.0,5.0,12.0,5.0,1121.0
cw-s2w2-groupplay-match-2,cw-s2w2-groupplay-match-2-map-3,Stage 2 Week 2,109.0,Minnesota RØKKR,117.0,OpTic Chicago,Control,Raid,8,Priestahh,2525.0,19,22,0.86,41,-3,4216.0,Win,,,,,,,,,,,,,4.0,3.0,0.0,16.0,7.0,1054.0
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-1,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Hardpoint,Checkmate,51,PaulEhx,2995.0,25,28,0.89,53,-3,5313.0,Loss,63.0,11.0,36.0,0.0,16.0,0.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-1,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Hardpoint,Checkmate,46,Dylan,3935.0,33,29,1.14,62,4,6404.0,Loss,78.0,7.0,23.0,28.0,0.0,20.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-1,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Hardpoint,Checkmate,47,Seany,2560.0,18,25,0.72,43,-7,4321.0,Loss,78.0,9.0,14.0,3.0,15.0,37.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-1,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Hardpoint,Checkmate,49,Zed,2255.0,28,26,1.08,54,2,4504.0,Loss,78.0,48.0,7.0,5.0,0.0,18.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-1,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Hardpoint,Checkmate,1,Kenny,3880.0,39,26,1.5,65,13,6786.0,Win,74.0,17.0,20.0,8.0,18.0,11.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-1,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Hardpoint,Checkmate,2,TJHaLy,2955.0,25,27,0.93,52,-2,4668.0,Win,125.0,23.0,15.0,19.0,56.0,12.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-1,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Hardpoint,Checkmate,3,SlasheR,2120.0,22,26,0.85,48,-4,4587.0,Win,94.0,29.0,7.0,2.0,44.0,12.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-1,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Hardpoint,Checkmate,53,Venom,2460.0,22,25,0.88,47,-3,4536.0,Win,51.0,38.0,0.0,0.0,13.0,0.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-2,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Search and Destroy,Raid,51,PaulEhx,640.0,5,5,1.0,10,0,1164.0,Win,,,,,,,2.0,1.0,1.0,0.0,0.63,145.5,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-2,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Search and Destroy,Raid,46,Dylan,880.0,7,6,1.17,13,1,916.0,Win,,,,,,,2.0,1.0,1.0,0.0,0.88,114.5,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-2,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Search and Destroy,Raid,47,Seany,650.0,6,5,1.2,11,1,1178.0,Win,,,,,,,1.0,0.0,1.0,0.0,0.75,147.25,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-2,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Search and Destroy,Raid,49,Zed,870.0,10,5,2.0,15,5,1754.0,Win,,,,,,,1.0,1.0,0.0,0.0,1.25,219.25,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-2,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Search and Destroy,Raid,1,Kenny,425.0,7,7,1.0,14,0,1663.0,Loss,,,,,,,2.0,2.0,0.0,0.0,0.88,207.88,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-2,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Search and Destroy,Raid,2,TJHaLy,545.0,5,6,0.83,11,-1,1361.0,Loss,,,,,,,0.0,3.0,0.0,1.0,0.63,170.13,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-2,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Search and Destroy,Raid,3,SlasheR,605.0,5,7,0.71,12,-2,1013.0,Loss,,,,,,,0.0,0.0,1.0,0.0,0.63,126.63,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-2,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Search and Destroy,Raid,53,Venom,240.0,4,8,0.5,12,-4,1048.0,Loss,,,,,,,1.0,1.0,0.0,0.0,0.5,131.0,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-3,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Control,Checkmate,51,PaulEhx,2450.0,16,3,5.33,19,13,2912.0,Win,,,,,,,,,,,,,2.0,5.0,5.0,11.0,3.0,970.67
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-3,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Control,Checkmate,46,Dylan,2565.0,11,4,2.75,15,7,1874.0,Win,,,,,,,,,,,,,4.0,2.0,2.0,9.0,8.0,624.67
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-3,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Control,Checkmate,47,Seany,1790.0,12,5,2.4,17,7,1994.0,Win,,,,,,,,,,,,,3.0,4.0,2.0,8.0,6.0,664.67
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-3,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Control,Checkmate,49,Zed,1500.0,11,7,1.57,18,4,1647.0,Win,,,,,,,,,,,,,4.0,2.0,1.0,9.0,5.0,549.0
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-3,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Control,Checkmate,1,Kenny,150.0,3,13,0.23,16,-10,1167.0,Loss,,,,,,,,,,,,,0.0,2.0,0.0,1.0,1.0,389.0
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-3,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Control,Checkmate,2,TJHaLy,450.0,7,14,0.5,21,-7,1382.0,Loss,,,,,,,,,,,,,0.0,6.0,2.0,1.0,0.0,460.67
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-3,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Control,Checkmate,3,SlasheR,275.0,3,11,0.27,14,-8,1139.0,Loss,,,,,,,,,,,,,0.0,3.0,2.0,0.0,0.0,379.67
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-3,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Control,Checkmate,53,Venom,575.0,6,12,0.5,18,-6,1261.0,Loss,,,,,,,,,,,,,0.0,6.0,5.0,0.0,0.0,420.33
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-4,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Hardpoint,Moscow,51,PaulEhx,2490.0,26,19,1.37,45,7,5098.0,Win,68.0,3.0,1.0,16.0,48.0,,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-4,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Hardpoint,Moscow,46,Dylan,2400.0,25,26,0.96,51,-1,4920.0,Win,73.0,26.0,35.0,0.0,12.0,,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-4,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Hardpoint,Moscow,47,Seany,1475.0,14,19,0.74,33,-5,4113.0,Win,56.0,4.0,22.0,30.0,0.0,,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-4,Stage 2 Week 2,111.0,London Royal Ravens,116.0,Los Angeles Thieves,Hardpoint,Moscow,49,Zed,2805.0,23,23,1.0,46,0,3444.0,Win,83.0,27.0,23.0,11.0,22.0,,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-4,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Hardpoint,Moscow,1,Kenny,3155.0,24,22,1.09,46,2,4998.0,Loss,84.0,0.0,23.0,61.0,0.0,,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-4,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Hardpoint,Moscow,2,TJHaLy,2660.0,22,24,0.92,46,-2,3436.0,Loss,57.0,46.0,5.0,0.0,6.0,,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-4,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Hardpoint,Moscow,3,SlasheR,1965.0,19,24,0.79,43,-5,4256.0,Loss,72.0,16.0,37.0,2.0,17.0,,,,,,,,,,,,,
cw-s2w2-groupplay-match-3,cw-s2w2-groupplay-match-3-map-4,Stage 2 Week 2,116.0,Los Angeles Thieves,111.0,London Royal Ravens,Hardpoint,Moscow,53,Venom,2070.0,22,18,1.22,40,4,3492.0,Loss,95.0,59.0,7.0,25.0,4.0,,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-1,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Hardpoint,Checkmate,41,Asim,2750.0,34,23,1.48,57,11,5351.0,Win,63.0,7.0,31.0,8.0,17.0,0.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-1,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Hardpoint,Checkmate,42,Clayster,1785.0,22,25,0.88,47,-3,4335.0,Win,56.0,11.0,0.0,20.0,23.0,2.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-1,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Hardpoint,Checkmate,43,Diamondcon,3065.0,26,23,1.13,49,3,4960.0,Win,95.0,2.0,41.0,0.0,20.0,32.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-1,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Hardpoint,Checkmate,44,Mack,2385.0,27,25,1.08,52,2,4404.0,Win,62.0,1.0,19.0,5.0,32.0,5.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-1,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Hardpoint,Checkmate,29,Vivid,2045.0,22,32,0.69,54,-10,4650.0,Loss,30.0,9.0,1.0,1.0,10.0,9.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-1,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Hardpoint,Checkmate,30,Assault,3085.0,23,25,0.92,48,-2,4800.0,Loss,20.0,2.0,5.0,1.0,9.0,3.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-1,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Hardpoint,Checkmate,31,Silly,1910.0,25,31,0.81,56,-6,4218.0,Loss,46.0,29.0,0.0,9.0,2.0,6.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-1,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Hardpoint,Checkmate,32,Apathy,2755.0,26,21,1.24,47,5,4085.0,Loss,103.0,35.0,6.0,34.0,3.0,25.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-2,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Search and Destroy,Moscow,41,Asim,815.0,3,6,0.5,9,-3,786.0,Loss,,,,,,,0.0,3.0,2.0,1.0,0.3,78.6,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-2,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Search and Destroy,Moscow,42,Clayster,1015.0,7,6,1.17,13,1,1413.0,Loss,,,,,,,3.0,1.0,0.0,0.0,0.7,141.3,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-2,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Search and Destroy,Moscow,43,Diamondcon,795.0,10,7,1.43,17,3,1650.0,Loss,,,,,,,1.0,0.0,0.0,0.0,1.0,165.0,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-2,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Search and Destroy,Moscow,44,Mack,540.0,5,8,0.63,13,-3,1106.0,Loss,,,,,,,1.0,1.0,1.0,0.0,0.5,110.6,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-2,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Search and Destroy,Moscow,29,Vivid,1550.0,10,6,1.67,16,4,1404.0,Win,,,,,,,1.0,3.0,0.0,1.0,1.0,140.4,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-2,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Search and Destroy,Moscow,30,Assault,340.0,5,7,0.71,12,-2,1064.0,Win,,,,,,,2.0,1.0,0.0,0.0,0.5,106.4,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-2,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Search and Destroy,Moscow,31,Silly,490.0,6,5,1.2,11,1,1571.0,Win,,,,,,,2.0,0.0,0.0,0.0,0.6,157.1,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-2,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Search and Destroy,Moscow,32,Apathy,915.0,6,7,0.86,13,-1,1419.0,Win,,,,,,,0.0,1.0,4.0,0.0,0.6,141.9,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-3,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Control,Checkmate,41,Asim,2170.0,20,25,0.8,45,-5,4505.0,Win,,,,,,,,,,,,,1.0,6.0,5.0,14.0,3.0,901.0
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-3,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Control,Checkmate,42,Clayster,2700.0,24,17,1.41,41,7,4124.0,Win,,,,,,,,,,,,,1.0,7.0,5.0,17.0,13.0,824.8
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-3,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Control,Checkmate,43,Diamondcon,2480.0,27,19,1.42,46,8,4845.0,Win,,,,,,,,,,,,,1.0,6.0,5.0,21.0,13.0,969.0
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-3,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Control,Checkmate,44,Mack,1915.0,24,23,1.04,47,1,4750.0,Win,,,,,,,,,,,,,0.0,10.0,6.0,14.0,7.0,950.0
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-3,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Control,Checkmate,29,Vivid,2100.0,20,27,0.74,47,-7,4451.0,Loss,,,,,,,,,,,,,1.0,12.0,8.0,8.0,5.0,890.2
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-3,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Control,Checkmate,30,Assault,2415.0,19,20,0.95,39,-1,3633.0,Loss,,,,,,,,,,,,,2.0,9.0,4.0,10.0,10.0,726.6
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-3,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Control,Checkmate,31,Silly,2500.0,25,23,1.09,48,2,3898.0,Loss,,,,,,,,,,,,,3.0,13.0,5.0,12.0,7.0,779.6
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-3,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Control,Checkmate,32,Apathy,2220.0,20,25,0.8,45,-5,3966.0,Loss,,,,,,,,,,,,,2.0,11.0,7.0,9.0,6.0,793.2
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-4,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Hardpoint,Garrison,41,Asim,4600.0,34,27,1.26,61,7,5621.0,Win,46.0,30.0,6.0,2.0,0.0,8.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-4,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Hardpoint,Garrison,42,Clayster,3310.0,31,30,1.03,61,1,6488.0,Win,65.0,3.0,30.0,11.0,20.0,1.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-4,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Hardpoint,Garrison,43,Diamondcon,2520.0,26,30,0.87,56,-4,4723.0,Win,122.0,27.0,75.0,4.0,2.0,14.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-4,Stage 2 Week 2,110.0,New York Subliners,108.0,Los Angeles Guerrillas,Hardpoint,Garrison,44,Mack,2440.0,24,32,0.75,56,-8,5085.0,Win,29.0,13.0,9.0,3.0,4.0,0.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-4,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Hardpoint,Garrison,29,Vivid,3390.0,33,34,0.97,67,-1,5829.0,Loss,97.0,2.0,22.0,34.0,31.0,8.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-4,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Hardpoint,Garrison,30,Assault,3505.0,32,26,1.23,58,6,4843.0,Loss,34.0,0.0,5.0,2.0,11.0,16.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-4,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Hardpoint,Garrison,31,Silly,2445.0,31,29,1.07,60,2,5295.0,Loss,47.0,10.0,14.0,3.0,0.0,20.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-4,cw-s2w2-groupplay-match-4-map-4,Stage 2 Week 2,108.0,Los Angeles Guerrillas,110.0,New York Subliners,Hardpoint,Garrison,32,Apathy,2415.0,23,26,0.88,49,-3,4903.0,Loss,78.0,28.0,2.0,24.0,4.0,20.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-1,Stage 2 Week 2,111.0,London Royal Ravens,110.0,New York Subliners,Hardpoint,Checkmate,51,PaulEhx,3175.0,29,25,1.16,54,4,5839.0,Loss,74.0,23.0,20.0,23.0,8.0,0.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-1,Stage 2 Week 2,111.0,London Royal Ravens,110.0,New York Subliners,Hardpoint,Checkmate,46,Dylan,3140.0,30,31,0.97,61,-1,5414.0,Loss,86.0,22.0,48.0,10.0,4.0,2.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-1,Stage 2 Week 2,111.0,London Royal Ravens,110.0,New York Subliners,Hardpoint,Checkmate,47,Seany,2825.0,30,24,1.25,54,6,4823.0,Loss,53.0,1.0,12.0,13.0,6.0,21.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-1,Stage 2 Week 2,111.0,London Royal Ravens,110.0,New York Subliners,Hardpoint,Checkmate,49,Zed,1850.0,24,31,0.77,55,-7,3285.0,Loss,53.0,19.0,15.0,18.0,0.0,1.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-1,Stage 2 Week 2,110.0,New York Subliners,111.0,London Royal Ravens,Hardpoint,Checkmate,41,Asim,3445.0,33,30,1.1,63,3,5297.0,Win,79.0,11.0,0.0,1.0,38.0,29.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-1,Stage 2 Week 2,110.0,New York Subliners,111.0,London Royal Ravens,Hardpoint,Checkmate,42,Clayster,2305.0,27,31,0.87,58,-4,5828.0,Win,41.0,14.0,0.0,3.0,9.0,15.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-1,Stage 2 Week 2,110.0,New York Subliners,111.0,London Royal Ravens,Hardpoint,Checkmate,43,Diamondcon,2275.0,25,27,0.93,52,-2,4918.0,Win,80.0,0.0,27.0,10.0,39.0,4.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-1,Stage 2 Week 2,110.0,New York Subliners,111.0,London Royal Ravens,Hardpoint,Checkmate,44,Mack,2455.0,26,25,1.04,51,1,4644.0,Win,87.0,30.0,8.0,18.0,25.0,6.0,,,,,,,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-2,Stage 2 Week 2,111.0,London Royal Ravens,110.0,New York Subliners,Search and Destroy,Express,51,PaulEhx,5350.0,13,7,1.86,20,6,2601.0,Loss,,,,,,,2.0,0.0,1.0,1.0,1.18,236.45,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-2,Stage 2 Week 2,111.0,London Royal Ravens,110.0,New York Subliners,Search and Destroy,Express,46,Dylan,510.0,4,11,0.36,15,-7,1189.0,Loss,,,,,,,1.0,7.0,1.0,0.0,0.36,108.09,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-2,Stage 2 Week 2,111.0,London Royal Ravens,110.0,New York Subliners,Search and Destroy,Express,47,Seany,705.0,5,8,0.63,13,-3,1107.0,Loss,,,,,,,0.0,0.0,0.0,0.0,0.45,100.64,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-2,Stage 2 Week 2,111.0,London Royal Ravens,110.0,New York Subliners,Search and Destroy,Express,49,Zed,515.0,5,7,0.71,12,-2,1125.0,Loss,,,,,,,0.0,1.0,1.0,0.0,0.45,102.27,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-2,Stage 2 Week 2,110.0,New York Subliners,111.0,London Royal Ravens,Search and Destroy,Express,41,Asim,1225.0,9,8,1.13,17,1,2106.0,Win,,,,,,,5.0,0.0,1.0,0.0,0.82,191.45,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-2,Stage 2 Week 2,110.0,New York Subliners,111.0,London Royal Ravens,Search and Destroy,Express,42,Clayster,1365.0,8,5,1.6,13,3,1761.0,Win,,,,,,,0.0,0.0,0.0,1.0,0.73,160.09,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-2,Stage 2 Week 2,110.0,New York Subliners,111.0,London Royal Ravens,Search and Destroy,Express,43,Diamondcon,870.0,9,7,1.29,16,2,1536.0,Win,,,,,,,1.0,1.0,1.0,0.0,0.82,139.64,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-2,Stage 2 Week 2,110.0,New York Subliners,111.0,London Royal Ravens,Search and Destroy,Express,44,Mack,840.0,7,7,1.0,14,0,1181.0,Win,,,,,,,2.0,2.0,1.0,0.0,0.64,107.36,,,,,,
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-3,Stage 2 Week 2,111.0,London Royal Ravens,110.0,New York Subliners,Control,Checkmate,51,PaulEhx,6450.0,41,25,1.64,66,16,7812.0,Win,,,,,,,,,,,,,7.0,15.0,12.0,26.0,24.0,1562.4
cw-s2w2-groupplay-match-5,cw-s2w2-groupplay-match-5-map-3,Stage 2 Week 2,111.0,London Royal Ravens,110.0,New York Subliners,Control,Checkmate,46,Dylan,4480.0,30,37,0.81,67,-7,4416.0,Win,,,,,,,,,,,,,7.0,11.0,10.0,19.0,9.0,883.2
