Match ID,Map ID,Event,Team ID,Team,Opponent ID,Opponent,Mode,Map,Player ID,Player,Score,Kills,Deaths,K/D,Engagements,Difference,Damage,Map Result,Total Hill Time,P1 Time,P2 Time,P3 Time,P4 Time,P5 Time,First Bloods,First Deaths,Bombs Planted,Bombs Defused,Avg SnD Kills/Round,Avg SnD Dmg/Round,Tiers Captured,Offense Kills,Offense OBJ Kills,Defense Kills,Defense OBJ Kills,Avg Control Dmg/Round
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-2,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Search and Destroy,Miami,6,Attach,450.0,5,8,0.63,13,-3,816.0,Win,,,,,,,1.0,2.0,1.0,0.0,0.44,60.67,,,,,,
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-2,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Search and Destroy,Miami,7,MajorManiak,475.0,6,7,0.86,13,-1,1394.0,Win,,,,,,,1.0,0.0,0.0,0.0,0.44,107.11,,,,,,
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-2,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Search and Destroy,Miami,8,Priestahh,875.0,9,5,1.8,14,4,2049.0,Win,,,,,,,2.0,1.0,1.0,0.0,1.0,227.67,,,,,,
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-3,Stage 1 Week 1,116.0,Los Angeles Thieves,109.0,Minnesota RØKKR,Control,Garrison,1,Kenny,3765.0,21,17,1.24,38,4,3979.0,Win,,,,,,,,,,,,,6.0,10.0,6.0,11.0,6.0,1040.0
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-3,Stage 1 Week 1,116.0,Los Angeles Thieves,109.0,Minnesota RØKKR,Control,Garrison,2,TJHaLy,4590.0,24,22,1.09,46,2,3778.0,Win,,,,,,,,,,,,,8.0,12.0,8.0,12.0,6.0,1070.67
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-3,Stage 1 Week 1,116.0,Los Angeles Thieves,109.0,Minnesota RØKKR,Control,Garrison,3,SlasheR,1980.0,16,19,0.84,35,-3,3405.0,Win,,,,,,,,,,,,,4.0,7.0,6.0,9.0,3.0,895.0
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-3,Stage 1 Week 1,116.0,Los Angeles Thieves,109.0,Minnesota RØKKR,Control,Garrison,4,Temp,2475.0,21,16,1.31,37,5,3324.0,Win,,,,,,,,,,,,,5.0,10.0,1.0,11.0,5.0,751.67
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-3,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Control,Garrison,5,Accuracy,2350.0,19,19,1.0,38,0,3918.0,Loss,,,,,,,,,,,,,2.0,10.0,5.0,9.0,1.0,1159.33
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-3,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Control,Garrison,6,Attach,2700.0,17,20,0.85,37,-3,3474.0,Loss,,,,,,,,,,,,,1.0,8.0,8.0,9.0,4.0,899.0
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-3,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Control,Garrison,7,MajorManiak,3200.0,26,19,1.37,45,7,4391.0,Loss,,,,,,,,,,,,,3.0,13.0,5.0,13.0,9.0,1139.0
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-3,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Control,Garrison,8,Priestahh,1575.0,11,24,0.46,35,-13,3132.0,Loss,,,,,,,,,,,,,3.0,5.0,5.0,6.0,2.0,808.67
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-4,Stage 1 Week 1,116.0,Los Angeles Thieves,109.0,Minnesota RØKKR,Hardpoint,Moscow,1,Kenny,1715.0,18,17,1.06,35,1,3760.0,Win,62.0,3.0,12.0,26.0,21.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-4,Stage 1 Week 1,116.0,Los Angeles Thieves,109.0,Minnesota RØKKR,Hardpoint,Moscow,2,TJHaLy,2695.0,26,15,1.73,41,11,4055.0,Win,24.0,12.0,8.0,4.0,0.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-4,Stage 1 Week 1,116.0,Los Angeles Thieves,109.0,Minnesota RØKKR,Hardpoint,Moscow,3,SlasheR,2055.0,15,15,1.0,30,0,2984.0,Win,125.0,11.0,64.0,32.0,18.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-4,Stage 1 Week 1,116.0,Los Angeles Thieves,109.0,Minnesota RØKKR,Hardpoint,Moscow,4,Temp,1830.0,21,13,1.62,34,8,3563.0,Win,62.0,11.0,27.0,12.0,12.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-4,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Hardpoint,Moscow,5,Accuracy,1535.0,20,22,0.91,42,-2,3097.0,Loss,30.0,28.0,0.0,2.0,0.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-4,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Hardpoint,Moscow,6,Attach,1250.0,12,19,0.63,31,-7,2139.0,Loss,14.0,11.0,3.0,0.0,0.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-4,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Hardpoint,Moscow,7,MajorManiak,1360.0,14,19,0.74,33,-5,2987.0,Loss,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-1,cw-s1w1-groupplay-match-1-map-4,Stage 1 Week 1,109.0,Minnesota RØKKR,116.0,Los Angeles Thieves,Hardpoint,Moscow,8,Priestahh,1100.0,14,20,0.7,34,-6,3220.0,Loss,22.0,11.0,0.0,10.0,1.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-1,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Hardpoint,Crossroads,9,Shotzzy,1560.0,18,20,0.9,38,-2,3549.0,Win,37.0,5.0,32.0,0.0,0.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-1,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Hardpoint,Crossroads,10,C6,3410.0,22,17,1.29,39,5,4148.0,Win,73.0,17.0,0.0,4.0,52.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-1,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Hardpoint,Crossroads,11,iLLeY,2285.0,24,20,1.2,44,4,4898.0,Win,77.0,16.0,0.0,23.0,38.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-1,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Hardpoint,Crossroads,12,Huke,3940.0,35,18,1.94,53,17,4638.0,Win,67.0,32.0,0.0,35.0,0.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-1,Stage 1 Week 1,106.0,Seattle Surge,105.0,Dallas Empire,Hardpoint,Crossroads,13,Octane,1710.0,22,23,0.96,45,-1,4424.0,Loss,9.0,1.0,0.0,8.0,0.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-1,Stage 1 Week 1,106.0,Seattle Surge,105.0,Dallas Empire,Hardpoint,Crossroads,14,Prestinni,1510.0,17,26,0.65,43,-9,3431.0,Loss,33.0,3.0,8.0,22.0,0.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-1,Stage 1 Week 1,106.0,Seattle Surge,105.0,Dallas Empire,Hardpoint,Crossroads,15,Loony,1755.0,20,24,0.83,44,-4,3247.0,Loss,33.0,14.0,0.0,5.0,14.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-1,Stage 1 Week 1,106.0,Seattle Surge,105.0,Dallas Empire,Hardpoint,Crossroads,16,Gunless,1250.0,16,26,0.62,42,-10,2795.0,Loss,28.0,0.0,26.0,2.0,0.0,,,,,,,,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-2,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Search and Destroy,Miami,9,Shotzzy,915.0,10,5,2.0,15,5,1410.0,Win,,,,,,,3.0,1.0,1.0,1.0,1.14,158.43,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-2,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Search and Destroy,Miami,10,C6,725.0,6,4,1.5,10,2,1712.0,Win,,,,,,,1.0,1.0,1.0,0.0,0.71,220.71,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-2,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Search and Destroy,Miami,11,iLLeY,350.0,4,5,0.8,9,-1,818.0,Win,,,,,,,0.0,0.0,0.0,1.0,0.57,106.57,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-2,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Search and Destroy,Miami,12,Huke,525.0,7,4,1.75,11,3,1258.0,Win,,,,,,,1.0,1.0,0.0,0.0,0.86,158.29,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-2,Stage 1 Week 1,106.0,Seattle Surge,105.0,Dallas Empire,Search and Destroy,Miami,13,Octane,340.0,3,7,0.43,10,-4,824.0,Loss,,,,,,,1.0,4.0,0.0,0.0,0.43,117.71,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-2,Stage 1 Week 1,106.0,Seattle Surge,105.0,Dallas Empire,Search and Destroy,Miami,14,Prestinni,550.0,8,6,1.33,14,2,1592.0,Loss,,,,,,,1.0,0.0,0.0,0.0,1.0,206.0,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-2,Stage 1 Week 1,106.0,Seattle Surge,105.0,Dallas Empire,Search and Destroy,Miami,15,Loony,490.0,3,7,0.43,10,-4,488.0,Loss,,,,,,,1.0,1.0,2.0,0.0,0.43,69.71,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-2,Stage 1 Week 1,106.0,Seattle Surge,105.0,Dallas Empire,Search and Destroy,Miami,16,Gunless,200.0,4,7,0.57,11,-3,1121.0,Loss,,,,,,,0.0,0.0,0.0,0.0,0.57,151.14,,,,,,
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-3,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Control,Garrison,9,Shotzzy,2825.0,21,10,2.1,31,11,2697.0,Win,,,,,,,,,,,,,3.0,11.0,5.0,10.0,6.0,674.25
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-3,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Control,Garrison,10,C6,2665.0,21,15,1.4,36,6,3372.0,Win,,,,,,,,,,,,,4.0,11.0,5.0,10.0,4.0,843.0
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-3,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Control,Garrison,11,iLLeY,1875.0,16,16,1.0,32,0,3034.0,Win,,,,,,,,,,,,,4.0,9.0,4.0,7.0,0.0,758.5
cw-s1w1-groupplay-match-2,cw-s1w1-groupplay-match-2-map-3,Stage 1 Week 1,105.0,Dallas Empire,106.0,Seattle Surge,Control,Garrison,12,Huke,1840.0,20,15,1.33,35,5,4280.0,Win,,,,,,,,,,,,,2.0,13.0,9.0,7.0,2.0,1070.0
